,Tweet,Processed Tweet,polarity,sentiment
179,"RT @writeffects: Microsoft makes setting a default browser ""easy again"".
#Windows11 #Microsoft #tech
https://t.co/cS5ITHRaAV"," Microsoft make setting default browser ""easy again"". #Microsoft #tech ",0.43333333333333335,Positive
180,"Microsoft makes setting a default browser ""easy again"".
#Windows11 #Microsoft #tech
https://t.co/cS5ITHRaAV","Microsoft make setting default browser ""easy again"". #Microsoft #tech ",0.43333333333333335,Positive
181,"✅ How To Make Text Bigger Or Smaller On Windows 11
#textbigger #textsmaller #textwindows11 #windows11… https://t.co/pojhMa25Zh",✅ How To Make Text Bigger Or Smaller On Windows 11 #textbigger #textsmaller #textwindows11 #windows11… ,0.0,Neutral
182,"RT @MSHelpsJP: コマンド プロンプトにファイルをドラッグ アンド ドロップすると、そのファイルのパスが入力されます。
パスをコピー &amp; ペーストしたり、直接入力したりするよりも手早く正確に入力できます。 #TIPS #Windows11 #MSHelpsJP ht…", コマンド プロンプトにファイルをドラッグ アンド ドロップすると、そのファイルのパスが入力されます。 パスをコピー &amp; ペーストしたり、直接入力したりするよりも手早く正確に入力できます。 #TIPS #MSHelpsJP ht…,0.0,Neutral
183,"✅ How To Install New File Manager in Windows 11
#filemanager #installfilemanager #filemanagerwindows11… https://t.co/AQiNwdb1qx",✅ How To Install New File Manager Windows 11 #filemanager #installfilemanager #filemanagerwindows11… ,0.13636363636363635,Positive
184,"コマンド プロンプトにファイルをドラッグ アンド ドロップすると、そのファイルのパスが入力されます。
パスをコピー &amp; ペーストしたり、直接入力したりするよりも手早く正確に入力できます。 #TIPS #Windows11… https://t.co/KnDNPbHFiC",コマンド プロンプトにファイルをドラッグ アンド ドロップすると、そのファイルのパスが入力されます。 パスをコピー &amp; ペーストしたり、直接入力したりするよりも手早く正確に入力できます。 #TIPS #Windows11… ,0.0,Neutral
185,"✅ How To Use Storage Sense To Free Up Space On Windows 11
#storagesense #storagesenseon #storagesensewindows11… https://t.co/Mtc14YzsG6",✅ How To Use Storage Sense To Free Up Space On Windows 11 #storagesense #storagesenseon #storagesensewindows11… ,0.4,Positive
186,"Bu makalede,işletmelern mevcut Windows10 yüklemelerni yükseltmeleri gerekip gerekmediğine ve nezaman yükseltmelri g… https://t.co/qB65Xyhj4w","Bu makalede,işletmelern mevcut Windows10 yüklemelerni yükseltmeleri gerekip gerekmediğine nezaman yükseltmelri g… ",0.0,Neutral
187,Het schijnt dat er op mijn schaduwPC uptdates onderweg zijn...:-) #windows11 - we zijn benieuwd...:-),Het schijnt dat er op mijn schaduwPC uptdates onderweg zijn...:-) #windows11 - zijn benieuwd...:-),0.5,Positive
188,"🎮 Med #Windows11 vil spil vil se bedre ud end nogensinde før, takket være Auto HDR.

Lær mere om High Dynamic Range… https://t.co/vaYy2LVfKP","🎮 Med vil spil vil se bedre ud end nogensinde før, takket være Auto HDR. Lær mere om High Dynamic Range… ",-0.11333333333333333,Negative
189,"🎮 Med #Windows11 kommer spel att se bättre ut än någonsin tidigare, tack vare Auto HDR.

Läs mer om High Dynamic Ra… https://t.co/z3bz6HJJij","🎮 Med kommer spel att se bättre ut än någonsin tidigare, tack vare Auto HDR. Läs mer om High Dynamic Ra… ",0.08,Neutral
190,"RT @Windows: For all of you undock-dock-undock-dockers out there, this one is for you. #Windows11 https://t.co/D51gCcJe55"," For undock-dock-undock-dockers there, one you. ",0.0,Neutral
192,"Melalui pendekatan keamanan berlapis, prosesor AMD Ryzen PRO membantu bisnis melindungi data, menghindari waktu hen… https://t.co/hUZamixP6N","Melalui pendekatan keamanan berlapis, prosesor AMD Ryzen PRO membantu bisnis melindungi data, menghindari waktu hen… ",0.0,Neutral
193,"Which Windows are you using?
#Windows11 #Windows10 #Windows #Microsoft  #Trending #NFT #Trend #News #NEWSUPDATE",Which Windows using? #Windows10 #Windows #Microsoft #Trending #NFT #Trend #News #NEWSUPDATE,0.0,Neutral
195,#centos8 braucht auch noch Zuneigung Die meisten habe ich ja auf #almalinux umgedengelt. Bei #Zimbra ist das eben n… https://t.co/BmAIv1CcS1,#centos8 braucht auch noch Zuneigung Die meisten habe ich ja auf #almalinux umgedengelt. Bei #Zimbra ist da eben n… ,0.0,Neutral
197,"RT @PCDigital_DIY: おかずクラブ・ゆいPさんが語るゲーム🎮愛❤️

ゆいPさんは現在、秋葉原の #PCショップ「アーク」で購入した #自作 #ゲーミングPC 愛用する #FF14 LOVER💘

そんなゆいPさんが #BTOパソコン「 #arkhive」で #…", おかずクラブ・ゆいPさんが語るゲーム🎮愛❤️ ゆいPさんは現在、秋葉原の #PCショップ「アーク」で購入した #自作 #ゲーミングPC 愛用する #FF14 LOVER💘 そんなゆいPさんが #BTOパソコン「 #arkhive」で #…,0.0,Neutral
199,"RT @PCDigital_DIY: #LOL 企画でも話題になった ＃川島ofレジェンド さんに #パソコン工房 の #ゲーミングPC🎮#LEVEL をおすすめしてみました💪✨
川島さんのLOL話やお父さんのパソコンを使うことから始まったゲームとの出会いなど盛りだくさん語って…", #LOL 企画でも話題になった ＃川島ofレジェンド さんに #パソコン工房 の #ゲーミングPC🎮#LEVEL をおすすめしてみました💪✨ 川島さんのLOL話やお父さんのパソコンを使うことから始まったゲームとの出会いなど盛りだくさん語って…,0.8,Positive
201,"#MicrosoftTeams #Windows11 #windows #defender #quickheal #kaspersky #vpn 
Now a days PC is a part on life, 
Pleas c… https://t.co/PQsu7ADe0E","#MicrosoftTeams #windows #defender #quickheal #kaspersky #vpn Now day PC part life, Pleas c… ",0.0,Neutral
202,"How to Enable/Disable Cortana in Windows 11 https://t.co/pEX3DTo3Y1
#Cortana #HowTo #Windows11",How Enable/Disable Cortana Windows 11  #Cortana #HowTo,0.0,Neutral
204,RT @TheWinCentral: Windows 11 Start Menu to get ability to create named folders soon #Windows11 https://t.co/POFA19TzFa, Windows 11 Start Menu get ability create named folder soon ,0.0,Neutral
206,Windows 11 Start Menu to get ability to create named folders soon #Windows11 https://t.co/POFA19TzFa,Windows 11 Start Menu get ability create named folder soon ,0.0,Neutral
207,"【Windows11 タスクバーの中央揃え→左揃え(Win10寄り)にする方法】
Windows11にアップグレードした方はデフォルト設定の中央揃えに違和感を覚えた人も多いのでは😇
タスクバーの設定から変更できますよ💡… https://t.co/jRJkvAsfo6",【Windows11 タスクバーの中央揃え→左揃え(Win10寄り)にする方法】 Windows11にアップグレードした方はデフォルト設定の中央揃えに違和感を覚えた人も多いのでは😇 タスクバーの設定から変更できますよ💡… ,0.0,Neutral
210,"#Windows11 では #初期セットアップ の際の #エクスペリエンス を向上させるために、セットアップの完了後多くのアプリが #自動で起動しない ことがあります。💻

#Dell のアプリへの影響は…？🔨… https://t.co/b20NL4sZsm",では #初期セットアップ の際の #エクスペリエンス を向上させるために、セットアップの完了後多くのアプリが #自動で起動しない ことがあります。💻 #Dell のアプリへの影響は…？🔨… ,0.0,Neutral
211,"#Windows11 で新しくなった #設定 の画面を見てみましょう。⚙🔍

#DellTips
#Windowsのヒント https://t.co/PUzA4euqgo",で新しくなった #設定 の画面を見てみましょう。⚙🔍 #DellTips #Windowsのヒント ,0.0,Neutral
212,RT @ITConnect_fr: [NEW] - Windows 11 Build 22509 : amélioration du mode Avion et du Centre de notifications - https://t.co/xxuCCsrO0z #Micr…, [NEW] - Windows 11 Build 22509 : amélioration du mode Avion et du Centre de notification -  #Micr…,0.13636363636363635,Positive
213,"Bon Plan : A l’approche de Noël, Office 2021 est à moins de 15€, Windows 10 est à 7 balles
#bonsplans #bonplan… https://t.co/Qb9kbTTAIF","Bon Plan : A l’approche de Noël, Office 2021 est à moins de 15€, Windows 10 est à 7 balles #bonsplans #bonplan… ",0.0,Neutral
214,"これまたコスパ重視のスリムタイプ！！
i3-8100入りなので、第7世代i5とほぼ同性能！
Windows11にも対応しておりますので、実験機としてもどうですか♪
在庫は展示品のみとなります！！
#Dell… https://t.co/xHZt2rEoCq",これまたコスパ重視のスリムタイプ！！ i3-8100入りなので、第7世代i5とほぼ同性能！ Windows11にも対応しておりますので、実験機としてもどうですか♪ 在庫は展示品のみとなります！！ #Dell… ,0.0,Neutral
215,"RT @amurati: Finally, I enabled the TPM 2.0 and also Intel UHD graphics card on my computer and now I am upgrading to Windows 11

#microsof…"," Finally, I enabled TPM 2.0 also Intel UHD graphic card computer I upgrading Windows 11 #microsof…",0.0,Neutral
216,"Finally, I enabled the TPM 2.0 and also Intel UHD graphics card on my computer and now I am upgrading to Windows 11… https://t.co/ZnZCH2wZUA","Finally, I enabled TPM 2.0 also Intel UHD graphic card computer I upgrading Windows 11… ",0.0,Neutral
218,"RT @biccameraP: #Windows11 で新しく追加されたショートカット機能【ウィジェットを表示】
💡Windows 11 に新しく追加された「ウィジェット」機能に簡単アクセス！

「Win」＋「W」

👆効率を上げるポイント
☆片手で押してみる
☆見ないで操作す…", で新しく追加されたショートカット機能【ウィジェットを表示】 💡Windows 11 に新しく追加された「ウィジェット」機能に簡単アクセス！ 「Win」＋「W」 👆効率を上げるポイント ☆片手で押してみる ☆見ないで操作す…,0.0,Neutral
219,"RT @jix_exchange: 2021年冬にお得なノートパソコン5選！ 注目は「Windows 11」とOfficeの最新版対応 – All About
#Windows11 #ノートパソコン

来年に向けてPCを新調したい方は要チェックです♪
https://t.co/…", 2021年冬にお得なノートパソコン5選！ 注目は「Windows 11」とOfficeの最新版対応 – All About #ノートパソコン 来年に向けてPCを新調したい方は要チェックです♪ …,0.0,Neutral
220,RT @mayank_jee: Google Play Store runs well on Windows 11 via WSA! #Windows11 https://t.co/qvStexuR1G, Google Play Store run well Windows 11 via WSA! ,0.0,Neutral
222,"RT @fnmorenop: Manage connections from Windows 10 and Windows 11 operating system components to Microsoft services
https://t.co/lDJGrQDUUe…", Manage connection Windows 10 Windows 11 operating system component Microsoft service …,0.0,Neutral
223,Manage connections from Windows 10 and Windows 11 operating system components to Microsoft services… https://t.co/el79etE4aP,Manage connection Windows 10 Windows 11 operating system component Microsoft services… ,0.0,Neutral
224,"Μετά την κατακραυγή, τα #Windows11 κάνουν ευκολότερη υπόθεση την αλλαγή browser https://t.co/mlmhkpopQj","Μετά την κατακραυγή, τα κάνουν ευκολότερη υπόθεση την αλλαγή browser ",0.0,Neutral
225,"@Windows @windowsdev is screenshots included in windows 11
#Windows11 #Windows11Pro.",  screenshots included window 11 #Windows11Pro.,0.0,Neutral
226,"RT @cyberarms_ae: Cloud storage advantages
.
.
.
. 
#cyberarms_ae #CyberSecurity #cyberattacks #business #advantages #technology #cloud #Py…", Cloud storage advantage . . . . #cyberarms_ae #CyberSecurity #cyberattacks #business #advantages #technology #cloud #Py…,0.0,Neutral
227,[NEW] - Windows 11 Build 22509 : amélioration du mode Avion et du Centre de notifications - https://t.co/xxuCCsrO0z #Microsoft #Windows11,[NEW] - Windows 11 Build 22509 : amélioration du mode Avion et du Centre de notification -  #Microsoft,0.13636363636363635,Positive
229,"&gt;

ここ最近のプロセッサへの処理割り振り増加は
もしかして此れに起因しているのか?

最新 #RSAE 21.12.1 でも改善を診ていない辺り、
原因は #Windows10 側に在ると診るべきか?

なにしろ不調は… https://t.co/S0k70y45Yz",&gt; ここ最近のプロセッサへの処理割り振り増加は もしかして此れに起因しているのか? 最新 #RSAE 21.12.1 でも改善を診ていない辺り、 原因は #Windows10 側に在ると診るべきか? なにしろ不調は… ,0.0,Neutral
